Date,Country,News Type,Article,Fact-Checked by
3/23/2020, Brazil,Partly FALSE,Graphic shows that COVID-19 killed fewer people daily than other diseases., Aos Fatos
3/23/2020, India,Mostly FALSE,Vaccines to cure COVID-19 are ready., India Today
3/23/2020, India,Mostly FALSE,Lions were released on Russian streets by Vladimir Putin to force people inside., India Today
3/23/2020, India,Mostly FALSE,"WHO has said, do not eat cabbage as it will increase the chance of coronavirus infection.", India Today
3/23/2020," North Macedonia, Greece",FALSE,"In a seemingly careless message being sent as an e-mail, recipients in Greek are warned that if a company (shop) has to shut down because of the new coronavirus or staff illness or other reason, the sender must notify the sender of that message about the termination of the employment of an employee.", Vistinomer
3/23/2020, Nigeria,FALSE,"A web publication shared hundreds of times on Facebook, Twitter and WhatsApp in Nigeria claims the government will pay each citizen 8,500 naira ($23.60) monthly to encourage Nigerians to stay at home in a bid to slow down the spread of the novel coronavirus.", AFP
3/23/2020, South Africa,FALSE,"Multiple posts on social media claim that schools in South Africa will reopen months from now in September, as a result of the increase in COVID-19 cases.", AFP
3/23/2020, North Macedonia,FALSE,"The text claims that mass media owners, called “Satanists” in the text, are forcing the public to voluntarily look for a coronavirus vaccine. It also describes the vaccine (which still does not exist) as: “A vaccine in which the beast’s mark is present in liquid form with nano-technology, and he will completely control the world and all people.”", Vistinomer
3/23/2020, North Macedonia,FALSE,"After 23:30, the city will be disinfected by a helicopter and the doors and windows should be closed.", Vistinomer
3/23/2020, North Macedonia,FALSE,"If people get infected with COVID-19, they may not be able to fully recover.", Vistinomer
3/23/2020, Hong Kong,FALSE,A video has been viewed in multiple Facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in Hong Kong., AFP
3/23/2020, India,FALSE,"A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus, COVID-19.", AFP
3/23/2020, Germany,Mostly FALSE,"You should take high doses of Vitamin D against COVID-19; children don’t get sick because they lack the receptors for the virus to bond; the coronavirus is an unnatural mutation; it is not susceptible to temperatures, which is why infections will not sink in summer; the oldest patients will not be treated and left to die; 5G harms the immune system.", Correctiv
3/23/2020, India,FALSE,American scientists have developed a cure for the coronavirus., FactCrescendo
3/23/2020, Ireland,FALSE,"People will not be allowed to organize a funeral for any family members who die of COVID-19. Instead, the state will take care of the disposal of the body.", TheJournal.ie
3/23/2020, Peru,Misleading,We’re in a battle against a virus that is in the air., OjoPúblico
3/23/2020, Mexico,Misleading,Swiss newspaper says president of México is the “worst example” of how COVID-19 is handled., Animal Político
3/23/2020," Sri Lanka, India, Myanmar",FALSE,Russia released 500 lions to ensure people would stay inside houses., FactCrescendo
3/23/2020, India,FALSE,The video shows Muslims licking plates and spoons to spread the coronavirus., Factly
3/23/2020, Croatia,FALSE,Antibiotic invented in Croatia cures coronavirus., Faktograf
3/23/2020, Croatia,FALSE,Putin had a press conference and gave people a choice between 15 days isolation and 5 years in prison., Faktograf
3/23/2020, Australia,FALSE,"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.", AFP
3/23/2020, France,FALSE,The French state gives more benefit to people who were unemployed before the COVID-19 than it does for people who are partially unemployed due to the coronavirus., Les Décodeurs
3/23/2020, United States,FALSE,"“This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”", PolitiFact
3/23/2020," Middle East, North Africa",FALSE,Washington admits it is the responsible for COVID-19., Fatabyyano
3/23/2020," Kazakhstan, Russia",FALSE,A vaccine against coronavirus was developed., Factcheck.kz
3/23/2020, Portugal,FALSE,"George Soros is one of the people responsible for the new coronavirus, born in a laboratory.", Observador
3/23/2020," Middle East, North Africa",FALSE,Italian mimicks Muslim prayers because of fear from COVID-19., Fatabyyano
3/23/2020, Kenya,FALSE,Photo shows dozens of wooden coffins of people dead from the coronavirus in Italy., AfricaCheck
3/23/2020, South Africa,FALSE,South African mayor claimed that Interferon alpha-2b is a vaccine for the new coronavirus., AfricaCheck
3/23/2020, Italy,Misleading,You shouldn’t take Ibuprofen because it appears this drug would enhance and accelerate the effects of COVID-19., Pagella Politica
3/23/2020," Italy, Russia",FALSE,Russia has released 500 lions to enforce the quarantine for COVID-19., Pagella Politica
3/23/2020, Hong Kong,FALSE,"A video has been viewed tens of thousands of times on Facebook, Twitter and YouTube alongside a claim it shows Italian nationals expressing their gratitude to China for providing aid during the novel coronavirus pandemic.", AFP
3/23/2020, India,FALSE,Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak., Newschecker
3/23/2020, India,Misleading,"A WhatsApp forward claimed that a vaccine for coronavirus has been discovered. It also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book. The viral forward reads, “It is not a new disease as it is already mentioned in the Intermediate Zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books. (Book name: Zoology, Writer: Dr. Ramesh Gupta, Page No. 1072.) Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”", Newschecker
3/23/2020, India,FALSE,Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak., Newschecker
3/23/2020, Ecuador,FALSE,The mayor of Guayaquil in Ecuador lied about her health condition, Ecuador Chequea
3/23/2020, Ecuador,FALSE,The Health Minister in Ecuador quit her job because she was forced to lie about the statistics of COVID-19 related cases., Ecuador Chequea
3/23/2020, Ecuador,FALSE,The president of Ecuador doesn’t ask for help to China because of the IMF, Ecuador Chequea
3/23/2020, Ecuador,FALSE,Whatsapp audio ensures there will be a 24-hour curfew for 5 days in Ecuador., Ecuador Chequea
3/23/2020, Ecuador,FALSE,Fake Twitter account of the Ecuadorean Health Ministry., Ecuador Chequea
3/23/2020, Ecuador,FALSE,People are still shopping in malls in spite of the curfew and mobility restrictions in Ecuador., Ecuador Chequea
3/23/2020, Ecuador,FALSE,The vaccine that China is testing for COVID-19 is bad for humans., Ecuador Chequea
3/23/2020, Ecuador,FALSE,An image encourages people to stay home and not go out to terraces or balconies ., Ecuador Chequea
3/23/2020, Ecuador,FALSE,"Because of the global quarantine, the WHO and the Ecuadorian government have given a weekly bonus to each family for food and medicine.", Ecuador Chequea
3/23/2020, Ecuador,FALSE,Ecuadorian government gives money to people from Venezuela., Ecuador Chequea
3/23/2020, India,FALSE,Multiple posts on Facebook and Twitter claim the WHO has warned against eating cabbage during the novel coronavirus pandemic., AFP
3/23/2020, Australia,FALSE,"A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.", AFP
3/23/2020, Venezuela,FALSE,Kaletra protocol for HIV (lopinavirus – ritonavir) is effective to treat COVID-19., Efecto Cocuyo
3/23/2020, Canada,FALSE,The second COVID-19 infection is worse than the first one and can be fatal., Décrypteurs - Radio-Canada
3/23/2020, Nigeria,FALSE,An image has been shared multiple times on Facebook in Liberia in support of a claim that pastors were beaten for defying government restrictions on religious gatherings amid the novel coronavirus outbreak., AFP
3/23/2020, United States,FALSE,Whether 60 Democrats voted against coronavirus stimulus bill., LeadStories
3/23/2020, United States,FALSE,Russian President Putin released 500 lions onto the streets to keep people indoors., LeadStories
3/23/2020, United States,FALSE,Getting a flu shot increases the risk of coronavirus by 36%., LeadStories
3/23/2020," Middle East, North Africa",FALSE,An Arabic poem from 1170 predicted COVID-19., Fatabyyano
3/23/2020, United States,FALSE,President Trump refers to the coronavirus as a hoax in an audio clip., LeadStories
3/23/2020, United States,FALSE,Does vaping reduce your chances of getting the coronavirus?, MediaWise
3/23/2020, Denmark,No Evidence:,"High intensity workouts inhibit the immune system. Very intense workouts might reduce immune system efficiency, but not fully documented.", TjekDet.dk
3/23/2020, Denmark,FALSE,Cristiano Ronaldo converts hotels to coronavirus hospitals., TjekDet.dk
3/23/2020, Germany,FALSE,Germany refused to take any help from China., Correctiv
3/23/2020, United States,FALSE,"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.", AFP
3/23/2020," Ukraine, Russia, United Kingdom",FALSE,The new coronavirus is artificial and has been created in the British labs., VoxCheck
3/23/2020," France, United States",Misleading,This list shared by Johns Hopkins Institute is giving advices to prevent and fight COVID-19., AFP
3/23/2020, Mexico,FALSE,Phase 3 means that if Mexico reaches phase 4 all the hospitals that are helping older people are going to let them die to give care to the young., Animal Político
3/23/2020," Kenya, Southern Africa, East Africa",FALSE,"The newspaper Southern Times is warning its readers to avoid Kenyans at all costs, because of the COVID-19 outbreak.", AfricaCheck
3/23/2020, United States,FALSE,Holding your breath for 10 seconds is a way to test for the coronavirus., MediaWise
3/23/2020, Philippines,Misleading,Japan has created effective medicine against COVID-19., VERA Files
3/23/2020, Brazil,Misleading,The video in which doctor and Brazilian TV personality Drauzio Varella says he will continue walking on the streets., AFP
3/23/2020," Ukraine, Poland",FALSE,Poland did not let the Russian planes with humanitarian aid to Italy to pass above its airspace., VoxCheck
3/23/2020, Spain,FALSE,This wagon bears the inscription COVID-19., AFP
3/23/2020," United States, Mexico",FALSE,Consuming colloidal silver prevents or serve as a treatment for the new coronavirus., AFP
3/23/2020, Ukraine,FALSE,The new coronavirus is not dangerous – the illustrative example is the Diamond Princess statistics., VoxCheck
3/23/2020, Brazil,FALSE,The Brazilian Navy established a treatment protocol for COVID-19 patients with mild symptoms using Invermectin., Agência Lupa
3/23/2020, India,FALSE,Screenshots showing chyrons of two TV channels say that people belonging to the Brahmin and Rajput castes cannot get infected by COVID-19 because their blood is warm., BOOM FactCheck
3/23/2020, India,FALSE,Vladimir Putin released 500+ lions on the streets of Russia to ensure that people stay indoors during the coronavirus pandemic., BOOM FactCheck
3/23/2020, India,FALSE,Video shows Canadian PM Trudeau’s wife in quarantine., Newsmeter.in
3/23/2020, India,FALSE,"Russia released 500 lions, forcing people to stay indoors given the COVID-19 pandemic.", Newsmeter.in
3/23/2020, India,Misleading,"A WhatsApp forward claimed that a vaccine for coronavirus has been discovered. It also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book. The viral forward reads, “It is not a new disease as it is already mentioned in the Intermediate Zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books. (Book name: Zoology, Writer: Dr. Ramesh Gupta, Page No. 1072.) Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”", Newschecker
3/23/2020, India,FALSE,Coronavirus will be cured within 2 hours by drinking bitter gourd juice., Newschecker
3/23/2020, India,FALSE,Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak., Newschecker
3/23/2020, India,FALSE,"A WhatsApp forward claims that the COVID-19 vaccine is ready, was announced by U.S. President Donald Trump, and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.", Newschecker
3/23/2020, India,FALSE,Italy’s Prime Minister Giuseppe Conte broke down publicly due to the ongoing coronavirus pandemic., Newschecker
3/22/2020, Spain,FALSE,Aspirating boiling water vapor for five minutes deactivates the coronavirus., Newtral.es
3/22/2020, Spain,FALSE,Lemon and bicarbonate kill the virus., Newtral.es
3/22/2020, Ireland,FALSE,Photographs of the Army in Dublin city centre show that the country is about to go into lockdown., TheJournal.ie
3/22/2020, France,FALSE,US military brought the virus to Wuhan on October 2019., CheckNews
3/22/2020, Poland,FALSE,Polish telecommunications provider PLAY has installed 5G antennas during quarantine., Demagog
3/22/2020," India, Sri Lanka",FALSE,Russian president using lions to ensure people stayed indoors in Russia., FactCrescendo
3/22/2020, Sri Lanka,FALSE,Channel 4’s Jon Snow is infected with coronavirus., FactCrescendo
3/22/2020, United States,Misleading,Initial lack of evidence for human-to-human COVID-19 transmission unusual., LeadStories
3/22/2020, United States,FALSE,"Tom Hanks died, confessed admiration for Trump.", LeadStories
3/22/2020, United States,FALSE,Helicopters Are Spraying Disinfectants To Try To Eradicate coronavirus., LeadStories
3/22/2020, Spain,FALSE,A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus., Maldita.es
3/22/2020, Spain,FALSE,The government of Spain is going to declare a state of emergency., Maldita.es
3/22/2020, India,FALSE,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets., Newschecker
3/22/2020, Spain,FALSE,Aspirating boiling water vapor for five minutes deactivates the coronavirus., Newtral.es
3/22/2020, Spain,FALSE,Lemon and bicarbonate kill the virus., Newtral.es
3/22/2020, Ireland,FALSE,Photographs of the Army in Dublin city centre show that the country is about to go into lockdown., TheJournal.ie
3/22/2020, Indonesia,FALSE,Poison spray for coronavirus from Malaysia and Singapore by air., TEMPO
3/22/2020, Peru,FALSE,The Peruvian Social Security is offering monetary help to some people included in a list to endure the quarantine., OjoPúblico
3/22/2020, Ghana,FALSE,Social media posts suggest Zimbabwean police flogged churches who gathered in defiance to warnings encouraging social distancing., Dubawa
3/22/2020, United States,FALSE,"“Boil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages … Mucus is the problem, it’s where the virus lives!”", PolitiFact
3/22/2020, Turkey,FALSE,The photo shows the funeral of Turkish deceased general Aytac Yalman due to COVID-19., Teyit
3/22/2020, India,Misleading,A video shows coronavirus patients at an airport in China and gauges how serious the situation is., Newschecker
3/22/2020, India,FALSE,A drug made from cow urine or pigeon membrane can cure coronavirus., Newschecker
3/22/2020, Netherlands,FALSE,Five helicopters will disinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside., Nieuwscheckers
3/22/2020, United States,FALSE,Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask., FactCheck.org
3/22/2020, Sri Lanka,FALSE,An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus., AFP
3/22/2020, Australia,FALSE,"A photo has been shared hundreds of times in multiple Facebook, Twitter and Instagram posts alongside a claim that it shows Italy’s president crying over the novel coronavirus epidemic that has claimed thousands of lives in his country.", AFP
3/22/2020, South Africa,FALSE,A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19., AFP
3/22/2020, Australia,FALSE,A purported emergency notice from Australian authorities has been shared hundreds of times in multiple posts on Facebook and Twitter. It states people can receive free home visits from doctors during the novel coronavirus pandemic., AFP
3/22/2020, Nigeria,Misleading,A viral WhatsApp voice note in Nigeria claims that the coronavirus could kill up to 45 million Nigerians., AFP
3/22/2020, Taiwan,FALSE,Russian President Vladimir Putin released 800 lions and tigers across Russia to stop people from leaving home., Taiwan FactCheck Center
3/22/2020, Spain,FALSE,Science Minister Pedro Duque was hospitalized due to coronavirus in Denia., Newtral.es
3/22/2020, DR Congo,FALSE,"DRC president, Felix Tshisekedi, has suspended the payment of rents and water and electricity bills because of coronavirus.", AFP
3/22/2020, France,FALSE,"A photo showing nurses raising their middle fingers against the French government, with a caption against the French President.", AFP
3/22/2020, Mexico,FALSE,Vladimir Putin “released 500 lions to monitor the quarantine.”, Animal Político
3/22/2020, Bolivia,FALSE,"One photograph of the meeting of the Bolivian health minister, Anibal Cruz with delegates, hints that they are hiding current figures of the infections with COVID-19 to the population", Bolivia Verifica
3/22/2020, Guatemala,FALSE,"President Giammattei said that the country has 10,000 COVID-19 tests.", Agencia Ocote
3/22/2020, Philippines,FALSE,Photo of the “crying president of Italy” with a caption stating Italy was not prepared to deal with the coronavirus outbreak despite having adequate health facilities., Rappler
3/22/2020, India,FALSE,Prime Minister Narendra Modi announced a 14-hour curfew as the virus lives for 12 hours on surfaces., BOOM FactCheck
3/22/2020, India,FALSE,Celebrities spreading misinformation about coronavirus and the Janata curfew in India., BOOM FactCheck
3/22/2020, United States,FALSE,“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”, PolitiFact
3/22/2020, Nigeria,Misleading,"A screenshot of a Nigerian television station showing a breakdown of “472 confirmed cases” has been shared on Facebook, Twitter, and WhatsApp alongside claims it shows novel coronavirus cases across the country.", AFP
3/22/2020, Indonesia,FALSE,"A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube alongside a claim that it shows a drone launching fireworks at people who breached a curfew in Malaysia during a nationwide coronavirus lockdown.", AFP
3/22/2020, Poland,FALSE,Polish telecommunications provider PLAY has installed 5G antennas during quarantine., Demagog
3/22/2020," Poland, Belgium",FALSE,Belgium Health Minister has banned group sex due to coronavirus outbreak associated with orgy., Demagog
3/22/2020, Colombia,FALSE,"Three photos showing coffins lined up in an enclosed space have been released on social media with a message about the coronavirus pandemic in Italy. “This is Italy,” he said.", Colombiacheck
3/22/2020, India,FALSE,"There is science behind Indian Prime minister Modi’s 5 p.m. clapping initiative: Clapping generates vibration which can kill coronavirus. Also, 3/22/20 is Amavasya.", Factly
3/22/2020, India,Misleading,Photo of coffins of coronavirus patients who died in a single day in Italy., India Today
3/22/2020, India,Mostly FALSE,Dolphins and swans return to Italy waterways after COVID-19 lockdown., India Today
3/22/2020, India,Mostly FALSE,Clapping together at 5 p.m. will create a vibration which will destroy coronavirus., India Today
3/22/2020, Brazil,FALSE,The Brazilian doctor Drauzio Varella defends that the population doesn’t need a lockout., Aos Fatos
3/22/2020, Brazil,FALSE,"After coronavirus pandemic, Chinese president said it’s China’s time to lead the world.", Aos Fatos
3/22/2020," Middle East, North Africa",FALSE,Egyptian Health Minister arrive in Italy with secret coronavirus cure., Misbar
3/22/2020," Middle East, North Africa",FALSE,"Trump faints, is infected with coronavirus.", Misbar
3/22/2020," Middle East, North Africa",Misleading,A video shows chaos in London while coronavirus spreads., Misbar
3/22/2020, India,FALSE,People rioting on the streets of London due to economic crisis in the wake of coronavirus outbreak., India Today
3/22/2020, Pakistan,FALSE,A video of police arresting a man has been viewed thousands of times on Facebook and Twitter alongside a claim it shows police in Italy detaining a man who flouted a national lockdown during the novel coronavirus pandemic., AFP
3/22/2020, United States,No evidence:,Two malaria medications work to treat COVID-19., Salud con lupa
3/22/2020, Argentina,FALSE,Voice message of a so-called ombudsman that says that internet may collapse in Argentina., Chequeado
3/22/2020, Germany,Partly FALSE,Turkey helped Italy with 200.000 masks and other equipment but nobody took notice., Correctiv
3/22/2020, India,FALSE,Russian government has unleashed lions on the streets to impose a public curfew., FactCrescendo
3/22/2020, India,FALSE,Doctors and nurses in Italy are dying and are lying dead on the ground due to the coronavirus outbreak., FactCrescendo
3/22/2020, Germany,FALSE,Chancellor Angela Merkel knew of the pandemic since 2013; the virus is from a laboratory., Correctiv
3/22/2020, United States,FALSE,Drinking alcohol beverages can help prevent COVID-19., MediaWise
3/22/2020, United States,FALSE,"Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.”", PolitiFact
3/22/2020, Malaysia,Misleading,"A photo of a group of people holding a banner that bears the Chinese and Malaysian flags has been shared thousands of times on Facebook and Twitter alongside a claim it shows Chinese doctors arriving in Malaysia to combat the novel coronavirus, COVID-19.", AFP
3/22/2020, India,FALSE,Italian Prime Minister Giuseppe Conte broke down amid COVID-19 deaths in his country., FactCrescendo
3/22/2020, Australia,FALSE,A Facebook post in Australia claims sufferers of respiratory conditions can access a “rescue pack” of medication by asking a general practitioner., AAP FactCheck
3/22/2020, Australia,FALSE,Multiple Facebook and Twitter posts shared thousands of times by Australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic., AFP
3/22/2020, India,FALSE,A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated., AFP
3/22/2020, Nigeria,FALSE,A Twitter user claimed that Russia released 500 tigers to keep people inside during lockdown., Dubawa
3/22/2020, United States,FALSE,"“In Chicago, COVID-19 actually lowered the death rate.”", PolitiFact
3/22/2020, Argentina,FALSE,"In a video made by Dr. Mario Pesaresi, he recommends water steam to deactivate the coronavirus.", Chequeado
3/22/2020, Portugal,FALSE,An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure for COVID-19., Observador
3/22/2020, Thailand,FALSE,WHO confirmed COVID-19 as airborne., Sure And Share Center MCOT
3/22/2020," Kenya, Nigeria",FALSE,Second-hand clothes and blankets sold cheaply in African markets are infected with coronavirus., AfricaCheck
3/22/2020, Italy,FALSE,A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of COVID-19 to stop., Pagella Politica
3/22/2020, Canada,FALSE,Army to be deployed to respond to COVID-19 pandemic., Décrypteurs - Radio-Canada
3/22/2020, Poland,FALSE,One Polish telecommunications company used the quarantine as a cover up to put 100 5G antennas in Gdynia., Demagog
3/22/2020, India,Misleading,A WhatsApp forward claimed that a vaccine for coronavirus has been discovered and that the treatment for coronavirus is mentioned in an Intermediate Zoology book., Newschecker
3/22/2020, India,FALSE,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets., Newschecker
3/22/2020, India,FALSE,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets., Newschecker
3/22/2020, Brazil,FALSE,"Drauzio Varella, one of Brazil’s most famous doctors, stated in a video on 3/22/20: There’s no coronavirus crisis; this is just a strong cold. There’s no reason for changing your routine unless you are infected.", Agência Lupa
3/22/2020, India,FALSE,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets., Newschecker
3/22/2020, France,Partly FALSE,"Yves Levy, husband of the former french health minister Agnès Buzyn, inaugurated the P4 laboratory of Wuhan in China, where the coronavirus was created.", Les Décodeurs
3/22/2020, Australia,FALSE,Multiple Facebook and Twitter posts shared thousands of times by Australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic., AFP
3/22/2020, India,FALSE,A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated., AFP
3/22/2020, Canada,FALSE,Robbers pretend to test for COVID-19 and use it as pretext to rob houses., Décrypteurs - Radio-Canada
3/22/2020, Canada,FALSE,The COVID-19 cases have reached a peak and people must not go outside even for groceries., Décrypteurs - Radio-Canada
3/22/2020, Brazil,FALSE,Famous Brazilian doctor posted for people “not to panic” about COVID-19 and keep up with their lives., Estadão Verifica
3/22/2020, United States,FALSE,Helicopters are spraying disinfectants to stop the spread of coronavirus., LeadStories
3/22/2020, United States,FALSE,IPhoto shows people falling dead on Italian streets from COVID-19., LeadStories
3/22/2020, United States,FALSE,Black people are immune to the coronavirus., LeadStories
3/22/2020, United States,FALSE,Boiled orange peels with cayenne pepper are a cure for coronavirus., LeadStories
3/22/2020, United States,FALSE,COVID-19 stands for “Chinese Originated Viral Infectious Disease.”, LeadStories
3/22/2020, United States,FALSE,"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.", LeadStories
3/22/2020, Philippines,FALSE,Photos show leftist groups Anakbayan and Kilusang Mayo Uno (KMU) holding a rally amid the Luzon-wide enhanced community quarantine., Rappler
3/22/2020," Malaysia, Singapore",FALSE,A claim that neem leaves can cure the novel coronavirus and relieve its symptoms has been shared thousands of times in multiple Facebook posts., AFP
3/22/2020, Denmark,No Evidence:,Air cleaner removes the virus from the air and surfaces. Full page ad in national newspaper in Denmark., TjekDet.dk
3/22/2020, Italy,FALSE,"In Japan, coronavirus was defeated with the drug Avigan.", Open
3/22/2020, Ukraine,Misleading,One can destroy the new coronavirus by doing the following breathing exercises., VoxCheck
3/22/2020, Philippines,FALSE,"A memo from the St. Luke’s Hospital of Kansas says drinking alcohol lowers the risk of getting infected with COVID-19. Vodka is most recommended for drinking, cleaning and sanitizing.", VERA Files
3/22/2020, Philippines,PARTLY FALSE,A photo set on Facebook shows several countries mobilizing their military to maintain public order during the COVID-19 pandemic., VERA Files
3/22/2020, Greece,FALSE,Giving high doses of vitamin C to patients with COVID-19 has proved to be effective in combating the disease., Ellinika Hoaxes
3/22/2020, United States,FALSE,“I see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in Kansas City or St. Louis.”, PolitiFact
3/22/2020," Zimbabwe, Southern Africa",FALSE,"A video shows Zimbabwean police beating people gathered at a church service, who were in defiance of the ban on public gatherings during the COVID-19 pandemic.", AfricaCheck
3/22/2020, Brazil,FALSE,A video shows healthcare workers dancing in a hospital. The caption says it was filmed in Israel after all COVID-19 patients in the hospital were cured., Agência Lupa
3/22/2020, Brazil,FALSE,Doctors are including “COVID-19 suspect” on death certificates because hospitals receive 18.000 Brazilian reais for each registered COVID-19 death., Agência Lupa
3/22/2020, Brazil,FALSE,"A video shows healthcare workers celebrating in a hospital. The caption says it was filmed in Messejana Hospital, in Fortaleza, Brazil, after all COVID-19 patients were cured and a whole hospital wing was closed.", Agência Lupa
3/22/2020, Brazil,FALSE,"João Doria, governor of São Paulo, tested positive for COVID-19.", Agência Lupa
3/22/2020, India,FALSE,A video claimed that clapping from balconies during Janata Curfew in India was sound therapy meant to ward off evil spirit., Digiteye India
3/22/2020, India,FALSE,A message claimed that Russia released 500 lions on streets to keep people confined to their homes due to Covid-19 outbreak., Digiteye India
3/22/2020, India,FALSE,Clapping hands in during the Janata Curfew in India kills Coronavirus., Newsmeter.in
3/22/2020, India,FALSE,Video shows Coronavirus leaving the world thanks to clapping hands., Newsmeter.in
3/22/2020, India,FALSE,A drug made from cow urine or pigeon membrane can cure coronavirus., Newschecker
3/22/2020, India,Misleading,A video shows coronavirus patients at an airport in China and gauges how serious the situation is., Newschecker
3/22/2020, India,FALSE,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets., Newschecker
3/22/2020," Bosnia and Herzegovina, Croatia, Serbia",FALSE,ID2020 Alliance aims to microchip all allowing vaccine administration, Raskrinkavanje
3/22/2020," Bosnia and Herzegovina, Serbia",Misleading,USA and NATO stole half of million of coronavirus tests from Italy, Raskrinkavanje
3/21/2020, Spain,FALSE,The King of Spain has plagiarized his COVID-19 speech from a book., Newtral.es
3/21/2020, Spain,FALSE,The schools in Bizkaia in Spain do not close until September., Newtral.es
3/21/2020, Portugal,FALSE,A video posted on Twitter shows a group of Chinese people converting to Islam under the argument that Muslims are immune to COVID-19., Poligrafo
3/21/2020, France,FALSE,"A photo showing hundreds of people in the Montparnasse train station in Paris, despite confinement measures due to the novel coronavirus.", AFP
3/21/2020, France,FALSE,A letter from the French ministry of Education saying summer holidays will be postponed because of the coronavirus outbreak., AFP
3/21/2020, India,FALSE,Sophie Trudeau is sharing her COVID-19 experience., BOOM FactCheck
3/21/2020, India,FALSE,A positive COVID-19 patient recently met Narendra Modi., BOOM FactCheck
3/21/2020, India,FALSE,A line of coffins suggesting they are from Italy currently., BOOM FactCheck
3/21/2020, India,FALSE,Cow urine is helpful to fight coronavirus., BOOM FactCheck
3/21/2020, Colombia,FALSE,"The Colombian government just made it official that all citizens will receive 350,000 pesos a week for staying home to prevent the proliferation” of COVID-19.", Colombiacheck
3/21/2020, India,FALSE,Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus., FactCrescendo
3/21/2020, India,FALSE,Sick COVID-19 patients at the airport runway in Senegal., FactCrescendo
3/21/2020, Sri Lanka,FALSE,Image claims that dead bodies from Italy are kept in a room., FactCrescendo
3/21/2020, Sri Lanka,FALSE,Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus., FactCrescendo
3/21/2020, India,FALSE,Coronavirus will be cured after a 14-hour curfew., FactCrescendo
3/21/2020, India,FALSE,Bitter gourd juice can cure coronavirus., FactCrescendo
